Image,Image Caption(s),Generated_Image_Path
57998.jpeg,"['a group of people riding bikes down a dirt road .', 'a group of people riding motorcycles down a road .', 'a group of people on a field with a bunch of motorcycles .']",images\57998.jpeg
580.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on top of a cement wall .']",images\580.jpeg
58004.jpeg,"['a black and white photo of a person on a motorcycle .', 'a black and white photo of a person on a motorcycle', 'a black and white photo of a car driving down a road']",images\58004.jpeg
5801.jpeg,"['a brown dog laying on top of a sandy beach .', 'a brown dog laying on top of a beach .', 'a brown dog laying on top of a beach next to the ocean .']",images\5801.jpeg
58022.jpeg,"['a teddy bear is in the air on a boat .', 'a teddy bear is in the air on a snowy day .', 'a teddy bear is in the air on a beach .']",images\58022.jpeg
58026.jpeg,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people standing on a beach next to a body of water .']",images\58026.jpeg
58031.jpeg,"['a group of people standing in front of a building .', 'a group of people standing in front of a store .', 'a group of people standing in front of a building']",images\58031.jpeg
58046.jpeg,"['a group of people standing in front of a large building .', 'a group of people standing in front of a building', 'a group of people standing in front of a large building']",images\58046.jpeg
58048.jpeg,"['a black and white photo of a stop sign', 'a black and white picture of a stop sign', 'a black and white photo of a person holding a stop sign']",images\58048.jpeg
58053.jpeg,"['a couple of people standing next to a zebra .', 'a couple of people standing next to a giraffe .', 'a man and a woman standing next to a zebra .']",images\58053.jpeg
58086.jpeg,"['a black and white photo of a street light', 'a black and white photo of a street light .', 'a black and white photo of a clock tower .']",images\58086.jpeg
58089.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard on top of a ramp .', 'a man riding a skateboard in the middle of a street .']",images\58089.jpeg
58092.jpeg,"['a group of people riding bikes down a street .', 'a group of people riding bicycles down a street .', 'a group of people riding bikes down a sidewalk .']",images\58092.jpeg
58126.jpeg,"['a group of people riding horses down a river .', 'a group of people riding horses down a road .', 'a group of people riding horses down a trail .']",images\58126.jpeg
5813.jpeg,"['a person riding a horse on a snowy surface', 'a man riding a skateboard down a street .', 'a person riding a horse on a snowy slope']",images\5813.jpeg
58133.jpeg,"['a group of people standing next to a sign .', 'a group of people standing next to a stop sign .', 'a group of people standing next to a stop sign']",images\58133.jpeg
58136.jpeg,"['a group of people walking across a parking lot .', 'a group of people walking down a street next to cars .', 'a group of people walking down a street next to a car .']",images\58136.jpeg
58152.jpeg,"['a man riding a snowboard down a snow covered slope .', 'a man riding a snowboard down the side of a snow covered slope .', 'a man riding a snowboard on top of a snow covered slope .']",images\58152.jpeg
5816.jpeg,"['a cat sitting on top of a wooden bench .', 'a cat sitting on top of a sign on a street .', 'a cat sitting on top of a sign on a sidewalk .']",images\5816.jpeg
58165.jpeg,"['a group of people standing next to a truck .', 'a group of people standing next to a car .', 'a group of people standing next to a truck']",images\58165.jpeg
5817.jpeg,"['a baseball player swinging a bat at a ball', 'a baseball player holding a bat on a field .', 'a baseball player holding a bat on top of a field .']",images\5817.jpeg
58177.jpeg,"['a man and a woman are standing in the rain .', 'a man and a woman are standing in the water .', 'a man and a woman are standing on a dock']",images\58177.jpeg
58186.jpeg,"['a group of people sitting on top of a bench .', 'a group of people sitting on a bench in front of a sign .', 'a group of people sitting on a bench in front of a building .']",images\58186.jpeg
58220.jpeg,"['a black and white photo of a cow in a field .', 'a black and white photo of a cow in a field', 'a black and white photo of a man in a field']",images\58220.jpeg
58238.jpeg,"['a person jumping a skate board in the air', 'a person riding a skate board on a ledge', 'a person riding a skate board on a rail']",images\58238.jpeg
58251.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a street .']",images\58251.jpeg
58357.jpeg,"['a group of people riding on the backs of horses .', 'a group of people riding on the back of a train .', 'a group of people riding on the back of a horse .']",images\58357.jpeg
58379.jpeg,"['a couple of boats that are sitting in the water .', 'a couple of boats that are in the water .', 'a couple of boats are sitting in the water']",images\58379.jpeg
58396.jpeg,"['a giraffe standing in a field next to a tree .', 'a giraffe standing in a field next to a forest .', 'a giraffe standing in a grassy field next to a tree .']",images\58396.jpeg
58414.jpeg,"['a flock of birds sitting on top of a sandy beach .', 'a group of birds sitting on top of a sandy beach .', 'a group of birds sitting on top of a rock .']",images\58414.jpeg
58458.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard on top of a ramp .', 'a man riding a skateboard on top of a skateboard ramp .']",images\58458.jpeg
58461.jpeg,"['a black and white photo of a person on a snowboard .', 'a black and white photo of a person on a snow board .', 'a black and white photo of a person on a surfboard .']",images\58461.jpeg
58484.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down a ramp .', 'a man riding a skateboard on top of a ramp .']",images\58484.jpeg
58534.jpeg,"['a group of horses standing next to each other .', 'a group of horses standing on top of a lush green field .', 'a group of horses standing next to each other in a forest .']",images\58534.jpeg
58557.jpeg,"['a group of people standing on top of a lush green field .', 'a group of people walking down a street .', 'a group of people standing on top of a snow covered field .']",images\58557.jpeg
58621.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a sidewalk .']",images\58621.jpeg
58702.jpeg,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a dirt field .', 'a group of people standing on top of a beach .']",images\58702.jpeg
58703.jpeg,"['a house with a wooden bench and a tree .', 'a house with a bench and a tree', 'a house with a bench and a tree in the background .']",images\58703.jpeg
5875.jpeg,"['a stop sign on the side of a road .', 'a stop sign on the side of the road .', 'a stop sign on the side of a road']",images\5875.jpeg
58768.jpeg,"['a black and white photo of a car and a truck .', 'a black and white photo of a car and a truck', 'a black and white photo of a car and a car']",images\58768.jpeg
58779.jpeg,"['a woman holding a nintendo wii game controller .', 'a woman holding a cell phone in her hand .', 'a woman holding a cell phone in front of her face .']",images\58779.jpeg
5881.jpeg,"['a man riding a motorcycle down a street .', 'a person riding a motorcycle down a street .', 'a man riding a motorcycle down a street next to a forest .']",images\5881.jpeg
58819.jpeg,"['a close up of a bird on a tree branch', 'a close up of a small bird on a tree branch', 'a close up of a small bird perched on a tree branch']",images\58819.jpeg
5884.jpeg,"['a man sitting on a bench in front of a tree .', 'a man sitting on a bench in front of a building .', 'a man sitting on a bench in front of a statue .']",images\5884.jpeg
58853.jpeg,"['a black and white photo of a city street', 'a black and white photo of a city street at night .', 'a black and white photo of a city street at night']",images\58853.jpeg
58855.jpeg,"['a large body of water with trees in the background', 'a large body of water with trees in the background .', 'a view of a river with a bridge in the background .']",images\58855.jpeg
58890.jpeg,"['a man riding a skateboard down a river .', 'a man riding a skateboard down a street .', 'a group of people on a boat in the water .']",images\58890.jpeg
58895.jpeg,"['a large teddy bear sitting on top of a car .', 'a teddy bear sitting in the middle of a road .', 'a teddy bear sitting in the middle of a street .']",images\58895.jpeg
58937.jpeg,"['a group of people riding skis down a snow covered slope .', 'a group of people riding skis on top of a snow covered slope .', 'a group of people riding skis on a snowy surface']",images\58937.jpeg
58980.jpeg,"['a group of people standing on top of a grass field .', 'a group of people standing on top of a lush green field .', 'a group of people standing on top of a truck .']",images\58980.jpeg
59071.jpeg,"['a man sitting on a bench next to a cat .', 'a man sitting on a bench next to a dog .', 'a man sitting on a bench with a cat']",images\59071.jpeg
59073.jpeg,"['a person on a horse jumping over a fence .', 'a person on a horse jumping over an obstacle .', 'a person on a horse jumping over a fence']",images\59073.jpeg
59078.jpeg,"['a dog sitting on a couch in a living room .', 'a dog sitting on a chair in a living room .', 'a dog sitting on a couch in front of a window .']",images\59078.jpeg
5909.jpeg,"['a man and a woman standing next to each other .', 'a man and a woman standing next to each other on a beach .', 'a man and a woman standing next to each other on a sandy beach .']",images\5909.jpeg
59099.jpeg,"['a black and white photo of a man and a woman', 'a black and white photo of a man and a woman .', 'a black and white photo of a man in a suit']",images\59099.jpeg
591.jpeg,"['a man riding a motorcycle on top of a sandy beach .', 'a man riding a motorcycle down a snow covered road .', 'a man riding a motorcycle on top of a snow covered slope .']",images\591.jpeg
59102.jpeg,"['a collage of photos with a teddy bear', 'a group of stuffed animals are on display .', 'a collage of photos with a teddy bear .']",images\59102.jpeg
59113.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of young men sitting on top of a wooden bench .']",images\59113.jpeg
59159.jpeg,"['a car is parked in a parking lot .', 'a car is parked in a parking lot with other vehicles .', 'a car is parked in a parking lot with a lot of luggage .']",images\59159.jpeg
59185.jpeg,"['a herd of cattle grazing on a lush green field .', 'a herd of cattle standing on top of a lush green field .', 'a herd of cattle walking across a river .']",images\59185.jpeg
592.jpeg,"['a black and white photo of a baseball team .', 'a black and white photo of a baseball team', 'a black and white photo of a group of people on horses .']",images\592.jpeg
59229.jpeg,"['a giraffe standing in a forest next to trees .', 'a giraffe standing in a forest next to a forest .', 'a giraffe standing in a forest next to a tree .']",images\59229.jpeg
59235.jpeg,"['a group of people on a boat in the water .', 'a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a boat .']",images\59235.jpeg
59236.jpeg,"['a person holding a cell phone in their hand .', 'a person holding a cell phone in their hand', 'a person holding a cell phone in their hands .']",images\59236.jpeg
59279.jpeg,"['a plane flying in the air with a sky background', 'a plane flying in the sky with a sky background', 'a plane flying in the sky over a mountain .']",images\59279.jpeg
59280.jpeg,"['a collage of photos of a cat and a dog', 'a collage of pictures of a cat and a dog .', 'a collage of pictures of a cat and a dog']",images\59280.jpeg
5929.jpeg,"['a bear in the middle of a forest .', 'a bear in the middle of a forest', 'a bear in the middle of a tree in the woods .']",images\5929.jpeg
59307.jpeg,"['a black and white photo of a group of birds .', 'a black and white photo of a group of birds', 'a black and white photo of a group of giraffes .']",images\59307.jpeg
59331.jpeg,"['a bird perched on top of a tree branch .', 'a fire hydrant in the middle of a forest .', 'a bird perched on top of a tree in a forest .']",images\59331.jpeg
59332.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down a street .', 'a man riding a skateboard on top of a ramp .']",images\59332.jpeg
59333.jpeg,"['a street scene with focus on a traffic light .', 'a street scene with focus on a street sign .', 'a street scene with focus on a street light .']",images\59333.jpeg
59343.jpeg,"['a man and a dog sitting in the back of a truck .', 'a man and a dog sitting on a bench', 'a man and a dog sitting in the back of a pickup truck .']",images\59343.jpeg
59346.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard on top of a ramp .']",images\59346.jpeg
59396.jpeg,"['a cat sitting on the hood of a car .', 'a cat sitting on the hood of a car', 'a dog sitting in the back of a truck .']",images\59396.jpeg
594.jpeg,"['a person riding a surf board on a body of water', 'a person riding a surf board in a body of water', 'a person riding a surf board on a river']",images\594.jpeg
59414.jpeg,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach flying kites .', 'a group of people standing on top of a beach .']",images\59414.jpeg
59421.jpeg,"['a red stop sign sitting on the side of a road .', 'a stop sign on the side of a road .', 'a stop sign on a pole in the snow .']",images\59421.jpeg
59450.jpeg,"['a man standing next to a white truck .', 'a man standing next to a truck with a dog .', 'a man standing next to a white truck with a dog .']",images\59450.jpeg
59472.jpeg,"['a truck is parked on the side of the road .', 'a truck is parked on the side of a road .', 'a truck that is parked on the side of the road .']",images\59472.jpeg
595.jpeg,"['a black bear is sitting in a tree', 'a black bear is sitting in a tree .', 'a black bear is standing in a tree']",images\595.jpeg
59520.jpeg,"['a person riding a skate board on a city street', 'a person riding a skate board on a ledge', 'a person riding a skate board on a street']",images\59520.jpeg
5953.jpeg,"['a group of people standing next to each other on a field .', 'a group of people sitting on top of a grass covered field .', 'a group of people sitting on top of a field .']",images\5953.jpeg
59532.jpeg,"['a group of people on a beach with a dog .', 'a man and a dog are standing in the snow .', 'a group of people on a beach with a dog']",images\59532.jpeg
59537.jpeg,"['a black and white photo of a sign', 'a black and white photo of a horse', 'a black and white photo of a horse and a car']",images\59537.jpeg
5954.jpeg,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a field .', 'a group of people standing on top of a lush green hillside .']",images\5954.jpeg
59590.jpeg,"['a group of people standing next to each other .', 'a group of people standing next to each other in a forest .', 'a group of people standing next to each other on a field .']",images\59590.jpeg
596.jpeg,"['a motorcycle parked on the side of a road .', 'a motorcycle parked on the side of a dirt road .', 'a motorcycle parked on the side of the road']",images\596.jpeg
59607.jpeg,"['a boat in the middle of a body of water .', 'a boat in the middle of a body of water', 'a boat in the middle of a lake with mountains in the background .']",images\59607.jpeg
59632.jpeg,"['a group of people standing around a dog .', 'a group of people standing in a room with a dog .', 'a group of people sitting on a bench with a dog .']",images\59632.jpeg
59633.jpeg,"['a group of people standing on top of a tennis court .', 'a man riding a skateboard down a ramp .', 'a group of people standing on top of a snow covered slope .']",images\59633.jpeg
59650.jpeg,"['a group of people riding skateboards down a street .', 'a group of people riding skateboards in a park .', 'a group of people riding skateboards in a parking lot .']",images\59650.jpeg
59659.jpeg,"['a black and white photo of a man flying a kite .', 'a black and white photo of a street light', 'a black and white photo of a person flying a kite']",images\59659.jpeg
59664.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a person riding a skate board on a ledge', 'a person riding a skate board on a rail']",images\59664.jpeg
59668.jpeg,"['a large black bear walking through a forest .', 'a large black bear standing on top of a rock .', 'a large black bear standing on top of a tree .']",images\59668.jpeg
597.jpeg,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people on a beach playing with a frisbee .']",images\597.jpeg
59736.jpeg,"['a truck is parked on the side of the road .', 'a truck is parked on the side of the road', 'a truck parked on the side of a road next to a dog .']",images\59736.jpeg
59757.jpeg,"['a group of people standing around a herd of sheep .', 'a group of people standing on top of a lush green field .', 'a group of people standing on top of a lush green hillside .']",images\59757.jpeg
5977.jpeg,"['a large white bear swimming in a lake .', 'a couple of bears that are in the water', 'a couple of bears that are in the water .']",images\5977.jpeg
59799.jpeg,"['a fire hydrant in the middle of a forest .', 'a fire hydrant in the middle of a wooded area .', 'a fire hydrant in the middle of a forest']",images\59799.jpeg
598.jpeg,"['a large group of people on a street .', 'a group of people standing on a street corner .', 'a group of people standing on top of a stage .']",images\598.jpeg
59838.jpeg,"['a teddy bear sitting on top of a wooden bench .', 'a statue of a bear sitting on top of a table .', 'a statue of a bear sitting on top of a wooden bench .']",images\59838.jpeg
59858.jpeg,"['a man standing in front of a truck on a dirt road .', 'a man standing in front of a truck on a road .', 'a man standing next to a truck with a dog on it .']",images\59858.jpeg
60.jpeg,"['a red fire hydrant sitting in the middle of a forest .', 'a red fire hydrant in the middle of a forest .', 'a red fire hydrant in the middle of a forest']",images\60.jpeg
6007.jpeg,"['a cat sitting on a chair in a room .', 'a dog sitting on a chair in front of a bookshelf .', 'a cat sitting on a chair in front of a tv .']",images\6007.jpeg
6020.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on a wooden bench .', 'a group of people sitting on a wooden bench']",images\6020.jpeg
6027.jpeg,"['a black and white photo of a person laying on a bed', 'a black and white photo of a woman sitting on a bench .', 'a black and white photo of a woman laying on a bed .']",images\6027.jpeg
6037.jpeg,"['a view of a mountain range with mountains in the background .', 'a view of a mountain range with mountains in the distance .', 'a view of a mountain range from the top of a mountain .']",images\6037.jpeg
604.jpeg,"['a black and white photo of a car parked on a street .', 'a black and white photo of a car parked in a parking lot .', 'a black and white photo of a car parked on a street']",images\604.jpeg
6058.jpeg,"['a person riding a skate board on a ledge', 'a person riding a skate board on a rail', 'a man riding a skateboard down a street .']",images\6058.jpeg
606.jpeg,"['a dog sitting in the back of a truck .', 'a dog sitting in the back of a car .', 'a cat sitting in the back of a car .']",images\606.jpeg
6062.jpeg,"['a group of people riding horses down a street .', 'a group of people riding horses down a road .', 'a group of people riding horses down a street']",images\6062.jpeg
607.jpeg,"['a group of people standing next to a cow .', 'a group of people standing next to a fence .', 'a group of people in a field with a cow .']",images\607.jpeg
60871.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people standing on top of a wooden bench .']",images\60871.jpeg
60877.jpeg,"['a group of people sitting on top of a bench .', 'a group of people sitting on a bench near a lake .', 'a group of people sitting on a bench in front of a mountain .']",images\60877.jpeg
60892.jpeg,"['a man sitting in a car with a dog in his lap .', 'a man sitting in a car holding a dog .', 'a man sitting in a car with a dog on his lap .']",images\60892.jpeg
60924.jpeg,"['a man and a dog are playing with a frisbee .', 'a man and a dog are playing with a frisbee', 'a man and a dog are playing frisbee in the park .']",images\60924.jpeg
6094.jpeg,"['a group of people riding on the backs of elephants .', 'a group of people riding on top of elephants .', 'a group of people riding on top of a river .']",images\6094.jpeg
60969.jpeg,"['a red fire hydrant sitting in the middle of a forest .', 'a red fire hydrant in the middle of a forest .', 'a red fire hydrant sitting in the middle of a field .']",images\60969.jpeg
6097.jpeg,"['a group of young men riding skateboards down a street .', 'a group of people riding skateboards down a street .', 'a group of people riding skateboards on a sidewalk .']",images\6097.jpeg
61038.jpeg,"['a man riding a snowboard down a snow covered slope .', 'a person on a snowboard in the snow .', 'a man riding a snowboard down the side of a snow covered slope .']",images\61038.jpeg
61066.jpeg,"['a black and white photo of a man in the snow .', 'a black and white photo of a man in the snow', 'a black and white photo of a man in a black and white photo .']",images\61066.jpeg
61097.jpeg,"['a car is parked in front of a parking meter .', 'a car is parked in front of a television .', 'a car is parked in front of a building .']",images\61097.jpeg
61108.jpeg,"['a group of people standing in front of a building .', 'a group of people sitting on a bench in front of a house .', 'a group of people sitting on a bench in front of a building .']",images\61108.jpeg
61138.jpeg,"['a herd of sheep standing on top of a lush green field .', 'a herd of sheep standing next to a river .', 'a herd of sheep standing on top of a grass covered field .']",images\61138.jpeg
61147.jpeg,"['a bear that is standing in the water .', 'a black bear standing on a log in the water .', 'a bear that is standing in the water']",images\61147.jpeg
61150.jpeg,"['a group of people standing next to each other .', 'a group of people standing next to each other on a beach .', 'a group of people standing next to each other on a field .']",images\61150.jpeg
61157.jpeg,"['a beach filled with lots of people and umbrellas .', 'a beach filled with lots of boats next to the ocean .', 'a beach filled with lots of boats next to a body of water .']",images\61157.jpeg
6130.jpeg,"['a group of people standing on top of a river .', 'a group of people standing on top of a lake .', 'a group of people standing in a river .']",images\6130.jpeg
615.jpeg,"['a group of people riding on the backs of elephants .', 'a group of people standing around a herd of elephants .', 'a group of people standing next to a herd of elephants .']",images\615.jpeg
6160.jpeg,"['a group of people riding horses down a snow covered road .', 'a group of people riding horses down a snow covered slope .', 'a group of people standing on top of a snow covered field .']",images\6160.jpeg
6164.jpeg,"['a group of people standing around a river .', 'a group of people standing next to a river .', 'a group of people standing next to each other .']",images\6164.jpeg
6170.jpeg,"['a group of people walking down a river .', 'a man and a dog are in the water .', 'a man and a dog are in the water']",images\6170.jpeg
6178.jpeg,"['a man riding a skateboard down a street .', 'a man riding on the back of a truck .', 'a man riding a skateboard in the middle of a street .']",images\6178.jpeg
6186.jpeg,"['a black bear laying on top of a rock .', 'a black bear laying on top of a log .', 'a black bear laying on top of a tree .']",images\6186.jpeg
6194.jpeg,"['a statue of a bear sitting on top of a wooden bench .', 'a statue of a bear sitting on top of a table .', 'a statue of a bear sitting on a bench .']",images\6194.jpeg
6210.jpeg,"['a man standing next to a woman holding a frisbee .', 'a man standing next to a woman holding a bat .', 'a man standing next to a woman in a forest .']",images\6210.jpeg
62169.jpeg,"['a group of people riding bikes down a street .', 'a group of people riding on the back of a horse .', 'a group of people riding on the back of a motorcycle .']",images\62169.jpeg
62182.jpeg,"['a black and white photo of a sign on a wall', 'a black and white photo of a sign on a wall .', ""a black and white photo of a sign that reads `` <UNK> '' .""]",images\62182.jpeg
62192.jpeg,"['a group of giraffe standing next to each other .', 'a group of giraffe standing next to each other on a field .', 'a group of giraffe standing next to each other on a dirt field .']",images\62192.jpeg
62203.jpeg,"['a large bear sitting on top of a tree .', 'a large bear sitting on top of a wooden post .', 'a large bear sitting on top of a tree trunk .']",images\62203.jpeg
62240.jpeg,"['a car driving down a street with a stop sign .', 'a car driving down a road with a stop sign .', 'a car driving down a road with a sign on it .']",images\62240.jpeg
62282.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down a ramp .', 'a man riding a skateboard on top of a ramp .']",images\62282.jpeg
62297.jpeg,"['a person on a snowboard in the snow .', 'a person on a snowboard in the snow', 'a person is riding a motorcycle down a snowy hill .']",images\62297.jpeg
6232.jpeg,"['a couple of animals that are standing in the grass .', 'a couple of animals that are in the grass .', 'a lone giraffe standing in the middle of a field .']",images\6232.jpeg
6233.jpeg,"['a black and white photo of a bird and a bird', 'a black and white photo of a bird in a pond .', 'a black and white photo of a bird on a rock .']",images\6233.jpeg
62332.jpeg,"['a person on a snowboard in the snow .', 'a person on a snow board in the snow .', 'a person is snowboarding down a snowy hill .']",images\62332.jpeg
62340.jpeg,"['a giraffe is standing in the middle of a zoo .', 'a giraffe is standing in the middle of a forest .', 'a giraffe is standing in the middle of a field .']",images\62340.jpeg
6235.jpeg,"['a polar bear is standing in the water .', 'a polar bear is standing in the water', 'a large white bear standing on top of a lush green field .']",images\6235.jpeg
62352.jpeg,"['a group of people on a boat in the water .', 'a group of people on a raft in the water .', 'a group of people riding on top of a boat .']",images\62352.jpeg
62354.jpeg,"['a view of a giraffe in the middle of a forest .', 'a view of a giraffe in the middle of a field .', 'a view of a giraffe in the middle of the forest .']",images\62354.jpeg
62358.jpeg,"['a person on a surfboard in the water .', 'a man riding a surfboard on top of a wave .', 'a person on a surfboard riding a wave .']",images\62358.jpeg
62393.jpeg,"['a black and white photo of a baseball player holding a bat .', 'a black and white photo of a baseball player holding a bat', 'a black and white photo of a baseball player holding a baseball bat .']",images\62393.jpeg
624.jpeg,"['a man is feeding a giraffe in a zoo .', 'a man is feeding an elephant in a zoo .', 'a man is feeding a giraffe in a zoo']",images\624.jpeg
62403.jpeg,"['a close up of a person holding a knife', 'a close up of a person holding a pair of scissors', 'a close up of a person holding a bird']",images\62403.jpeg
62405.jpeg,"['a woman is sitting on a bench in the rain .', 'a man is sitting on a bench in the rain .', 'a woman is sitting on a bench in the rain']",images\62405.jpeg
62432.jpeg,"['a person riding a skate board on a city street', 'a person riding a skate board on a street', 'a person riding a skate board in a skate park']",images\62432.jpeg
62449.jpeg,"['a fire hydrant in the middle of a field .', 'a fire hydrant in the middle of a grassy field .', 'a fire hydrant in the middle of a grassy area .']",images\62449.jpeg
6249.jpeg,"['a house that is sitting in the grass .', 'a house that is sitting in the snow .', 'a house that is sitting in the grass near a building .']",images\6249.jpeg
62496.jpeg,"['a computer monitor sitting on top of a desk .', 'a desktop computer monitor sitting on top of a desk .', 'a computer monitor sitting on top of a wooden desk .']",images\62496.jpeg
62497.jpeg,"['a car driving down a street next to a traffic light .', 'a car driving down a street with a traffic light .', 'a car driving down a street next to a street light .']",images\62497.jpeg
62549.jpeg,"['a man standing next to a dog on a leash .', 'a man standing next to a dog in a room .', 'a man standing next to a dog in front of a building .']",images\62549.jpeg
62558.jpeg,"['a man riding a bike down a dirt road .', 'a person riding a bike down a hill', 'a man riding a bike down a road next to a forest .']",images\62558.jpeg
62595.jpeg,"['a group of people walking across a river .', 'a group of people walking down a river .', 'a group of people walking down a river with surfboards .']",images\62595.jpeg
62625.jpeg,"['an elephant is laying down in the dirt .', 'an elephant is laying down in the grass .', 'an elephant is laying down in the grass']",images\62625.jpeg
6267.jpeg,"['a group of people sitting on top of a lush green field .', 'a group of people sitting on top of a grass covered field .', 'a group of people sitting on top of a grass field .']",images\6267.jpeg
62678.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on top of a wooden table .']",images\62678.jpeg
62714.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on a bench next to a boat .']",images\62714.jpeg
62744.jpeg,"['a man riding a skateboard down a street .', 'a group of people riding motorcycles down a street .', 'a man riding a skateboard down a street next to a car .']",images\62744.jpeg
62746.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a street .', 'a man riding a skateboard down the side of a road .']",images\62746.jpeg
62796.jpeg,"['a large black bear walking through a forest .', 'a black bear is standing in the woods', 'a large black bear standing in the woods .']",images\62796.jpeg
62813.jpeg,"['a brown bear standing on top of a river .', 'a brown bear standing on top of a body of water .', 'a brown bear standing in a river next to a forest .']",images\62813.jpeg
62851.jpeg,"['a couple of animals that are in the grass .', 'a group of birds sitting on top of a tree .', 'a group of birds sitting on top of a tree branch .']",images\62851.jpeg
629.jpeg,"['a man riding a horse in the middle of a field .', 'a man riding a horse on a dirt field .', 'a man riding a horse in the middle of a dirt field .']",images\629.jpeg
62902.jpeg,"['a couple of bears standing next to each other .', 'a couple of bears that are standing in the grass .', 'a couple of bears standing next to each other in a forest .']",images\62902.jpeg
62926.jpeg,"['a city street filled with lots of traffic .', 'a busy city street filled with lots of traffic .', 'a city street filled with lots of traffic and traffic .']",images\62926.jpeg
62929.jpeg,"['a man and a woman holding a teddy bear .', 'a man and a woman holding a teddy bear', 'a man and a woman are holding a teddy bear .']",images\62929.jpeg
62930.jpeg,"['a large building with a large clock on it .', ""a large building with a large clock on it 's side ."", 'a large building with a large clock on it']",images\62930.jpeg
62934.jpeg,"['a person on a surfboard in the water .', 'a man riding a snowboard down a snow covered slope .', 'a man riding a snowboard on top of a snow covered slope .']",images\62934.jpeg
62969.jpeg,"['a black bear standing in the middle of a road .', 'a black bear standing in the middle of a street .', 'a black bear is standing in the middle of a road .']",images\62969.jpeg
62996.jpeg,"['a bear that is standing in the dirt .', 'a bear that is standing in the grass .', 'a bear that is standing in the water .']",images\62996.jpeg
6303.jpeg,"['a view of a mountain range with a mountain in the background .', 'a view of a mountain range from the side of a mountain .', 'a view of a mountain range with a mountain in the distance .']",images\6303.jpeg
63033.jpeg,"['a man riding a snowboard down a snow covered slope .', 'a person on a surfboard in the water .', 'a man on a surfboard riding a wave .']",images\63033.jpeg
6304.jpeg,"['a group of people standing on top of a snow covered slope .', 'a group of men standing on top of a snow covered slope .', 'a group of people standing on top of a snow covered field .']",images\6304.jpeg
63077.jpeg,"['a group of people standing next to each other .', 'a group of people standing in front of a sign .', 'a group of people standing in front of a building .']",images\63077.jpeg
63078.jpeg,"['a group of people standing next to each other .', 'a group of people standing next to a giant teddy bear .', 'a group of people standing next to a giant bear .']",images\63078.jpeg
6309.jpeg,"['a person riding a motorcycle down a road .', 'a man riding a motorcycle down a street .', 'a group of people riding bikes down a street .']",images\6309.jpeg
63091.jpeg,"['a fire hydrant in the middle of a forest .', 'a red fire hydrant sitting in the middle of a forest .', 'a fire hydrant in the middle of a field .']",images\63091.jpeg
6313.jpeg,"['a city street filled with lots of traffic .', 'a city street filled with lots of traffic and traffic .', 'a city street filled with lots of cars and people .']",images\6313.jpeg
63140.jpeg,"['a person riding a surf board on a river', 'a person riding a surf board on a body of water', 'a group of people riding on top of a river .']",images\63140.jpeg
63141.jpeg,"['a group of people standing next to each other .', 'a group of people standing in front of a building .', 'a group of people standing next to each other in a forest .']",images\63141.jpeg
63148.jpeg,"['a man riding a motorcycle down a snow covered road .', 'a person riding a motorcycle on a snowy surface', 'a person riding a motorcycle on a snowy road']",images\63148.jpeg
63153.jpeg,"['a group of people standing on top of a snow covered field .', 'a group of people standing on top of a snow covered slope .', 'a group of people standing on top of a hill .']",images\63153.jpeg
63178.jpeg,"['a truck driving down a road next to a mountain .', 'a truck driving down a road next to a forest .', 'a truck driving down a road next to a road .']",images\63178.jpeg
63193.jpeg,"['a couple of people that are on a boat', 'a couple of people that are sitting on a boat', 'a couple of people that are sitting on a boat .']",images\63193.jpeg
